,id,text,lang,is_retweet
1855672,1261706718699978753,i sent masks to health workers but the trump administration seized them instead of helping via,en,False
276188,1261484796607422465,"i'm in brooklyn, there are people partying on the streets, not social distancing and not wearing masks. the quarantine is not over, coronavirus is still here, and it's people like you that are putting others at risk and will make quarantine last even longer. #nyclockdown",en,False
2333539,1261760545977282560,i'm not liking fox news. which means there is no media news for me. what to do if everyone lies. fox news is attacking trump over the coronavirus too. practically stating that the coronavirus was less than a cold. because of fox i get attacked for wearing a face mask,en,False
1543193,1261674319198867457,my 4 yr olds 1st day wearing a mask...lol. i still refuse to take my kids to stores but i do want them to practice wearing masks just in case i ever let them in public again ︎︎ #covid__19 #masks #coronavirus,en,False
2280255,1261754087340638209,hmmm. is another mask about to drop?? rigged counts? #firefaucinow watch the counts get real.,en,False
1446844,1261661915236818946,"just to add: quote ""in conclusion, both surgical and cotton masks seem to be ineffective in preventing the dissemination of sars–cov-2 from the coughs of patients with covid-19 to the environment and external mask surface.""",en,False
1208930,1261635819489701889,i published this point about face masks in mid-february. it's interesting to see how discussion in the west is still stuck on why we need to wear face masks. do we seriously have to track and arrest people who infect others to make them behave responsibly?,en,False
2111218,1261734593977298946,trying not to burst a blood vessel as i see ppl on my timeline posting triumphant vids of themselves dining out without masks @ restaurants while covid cases climb in ga & frontline nurses like my mom are risking their lives.,en,False
1828633,1261703855848460290,my partner was denied a n95 mask for her shift providing direct care to covid19 patients at a major mn hospital last night. i thought these last few months were spent preparing and equipping? we still can’t get basic ppe to health care workers?!?,en,False
1869549,1261708186354098176,"if the republicans want to declare the covid-19 pandemic a war, that means i should be able to shoot the dumbasses who will not wear a mask.",en,False
1844302,1261705508597235713,getting ready to head to costco on our 2-week run. both older kids help me with checking that the ties will make my mask fit right & tell me they love me & to be safe. for a grocery trip. covid life is weird.,en,False
2554094,1261790527651041283,"languages will evolve to include collective nouns not only for mutant cats but also for zombies, mutant bats and camels when the fifth covid wave hits us. until then we should keep using masks and the current terminology.",en,False
2597135,1261796208097611777,"google the size of particle the n-95 mask can filter, then google the size of the covid-19 virus. equivalent of using chain link fencing to keep out mosquitos. don't take my word for it, google it. you're welcome.",en,False
744210,1261560309589905408,"as young ladies from different youth-led organisations, we meeting today to raise awareness on covid-19. we using flyers and donating masks and buckets to njewa and ntsiriza communities. it starts with us young people. #womenempowerment #covid19 #gffyouth #ideasmalawi",en,False
1207095,1261635593890672641,"on the way to the store, a mask giveaway to protect african americans from coronavirus #blacknews #blacktwitter #tbann",en,False
2473366,1261780098241433603,"i ordered one from amazon, which arrived yesterday from hai lin road in china, yesterday. no other info. light blue, patterned, stars/flowers. i can't tell if it's from wuhan, but i'm supposing they have developed mask-making skills fast there. i want one from each country.",en,False
1986625,1261720802984185859,science says if you are not sick you do not need a mask. asymptomatic people cannot spread disease.,en,False
2446302,1261776716760076288,"dude speaks on people using masks & gloves to protect themselves the coronavirus, yet continue ...",en,False
1046350,1261613765063303169,"the covid 19 test involves pushing a swab all the way through your nose. not particularly pleasant. so instead of having to do that, why not breathe safely? wear a mask.",en,False
1673653,1261687855782428674,study: men less likely to wear masks in public because it is ‘not cool’ and ‘a sign of weakness’,en,False
1055787,1261615207786311680,stop the spread of #coronavirus don't touch your face don't sneeze into hands wash your hands regularly no handshakes no close contact no large gatherings ️ keep a reasonable distance from others wear a face mask if you need to go out.,en,False
1000536,1261606604518146050,covid-19: ndc youth distribute thousands of face masks & other relief items to market women,en,False
2405550,1261771722262343680,"washable, resuable face masks #facemasks #protection #coronavirus #cdc #news #wholesale #sale #facemask #covid19 #corona #quarantine #lockdown awd protective gear",en,False
768729,1261564521497481217,portraits in the time of covid-19 #portrait #women #dog #covid__19 #socialdistancing #quarantine #stayathome #thephotohour #lockdown #lifestyle #concept #visual #advertising #graphic #digital #photography #photographer #gettyimages #nikon #mask,en,False
1023367,1261610261452128256,great galloping ghost of woodsy owl please stop tossing your masks out your car windows! you’re making chief iron eyes weep!! #stoplittering #mask #masks #hilliard #hilliardohio #cardio #walking #walkitoff #covid #covid19 #giveahoot #alonetogether,en,False
57641,1261453369295552512,"the irony : a village in ramanagar for a religious fair, prayers included an appeal to the gods to get rid of the #coronavirus. all this while they violate norms to contain the virus. no #masks. no #socialdistanacing. #covid19 #covidー19 #lockdown",en,False
2421035,1261773603936165888,kn95 surgical masks for sale #covid19 #corona #quarantine #lockdown #facemasks #protection #coronavirus #cdc #news #wholesale #sale #facemask running fast. order yours now!,en,False
2092662,1261732501178859520,"i really respect how they’re living by their convictions. or maybe dying by them, if that “no mask” strategy backfires.",en,False
2633580,1261801043685507072,"honestly in the #usa ""we the people"" are the ""government"" the military won't force things against our will if we heed the advice regarding distancing & sick people should stay home anyway. i wear a mask because i care about you, not because i want to. remember #covid19istheenemy",en,False
1380710,1261654995725889537,"take this seriously, people. safe social distancing, masks, stay the f*ck home, and share facts, not germs, with the people in your life.",en,False
2514603,1261785367860015104,"16m why is this video not creating a global riot against #billgates, govts, scientists? all who fell 4 the lie, told on your neighbors, pushed 4 masks...shame on u! #qanon #covidー19 italian govt call for arrest of bill gates",en,False
1827254,1261703709668470785,"timing seems off, or is it just me? we should wait. especially since she's allowing 25% capacity in churches. as the news has shown, many churchgoers don't believe in masks. i'm stayin' home. i wish everyone was able to that can't, and that those who can, would.",en,False
963749,1261600424152444929,how can we ensure the constant and proper wearing of masks in our society in our fight against this horrendous coronavirus?,en,False
1506986,1261668231246426112,"you want to make a big deal out of it? oh, stop it. if you are an silent carrier you could infect and kill many #masks4all: cloth masks can help stop the spread of covid-19, save lives and restore jobs. please read and share this resource!",en,False
1827961,1261703786415837184,haha we should all wear these “masks” for covid. perhaps that would stop the unnecessary quarantine,en,False
631671,1261540377296662534,maybe less likely but not low risk. i spent 6 days in hospital with covid. no underlying health issues. only went grocery shopping always with a mask. washed my hands and used bleach wipes. husband and son also got it. waiting for antibody test for asymptomatic daughter,en,False
2210715,1261746048671703040,"when there is suggestion that talking when infected but assymptomatic can spread via droplets, it makes sense to require masks, even before more solid proof",en,False
2209826,1261745941238947850,"no, they’re just doing their jobs. you do realize taking care of patients is their job, right? if you think a mask protects you against covid then you’re a moron.",en,False
1041992,1261613116120498176,"how annoying is it when people with face masks feel it’s ok and get too close , especially in shops. wearing face masks is an additional measure people should take to reduce the spread of covid-19 in addition to (not instead of) social distancing.",en,False
2281333,1261754218148478976,because she has tested negative and the risk of serious wuhan virus illness among children is almost zero. duh! the masks are next to useless. they are for cowardly sheep.,en,False
2326993,1261759751840567298,people just woke up and decided covid19 was over. no mask. no social distancing. just full blown natural selection.,en,False
204911,1261475917643251712,"canadian-approved n95 mask targeted by chinese counterfeiters cbc news ""cases show a flood of dangerous and deceptively-labelled masks is pouring out of china"" (#communistparty controls everything but #qualitycontrol, eh?)",en,False
1540630,1261674053913530368,two years ago my husband was in icu on a ventilator. his health deteriorated almost instantly and never fully returned. he is on oxygen 24/7 and has a permanent tracheostomy in his throat. i have lost two dear people to covid-19. there is no place i need to go without a mask.,en,False
1092385,1261620639003291654,nancy & #dem pac can mine btc alt coins creepto currency to pay for their infinite grifter grabs - like whomever is crashing oil mkts is hiding / hedging his wealth #mit #osu #harvard alt coin laundering tools money laundering tools fer thives in masks,en,False
1261752,1261641962291159042,masks help stop the spread of coronavirus—the science is simple,en,False
2314280,1261758206285660160,that is true but when the threat of covid-19 is completely gone in a few years i will roll my eyes again. there's health precautions (which now a face mask is) and then there's paranoid germaphobia which is incredibly mentally unhealthy.,en,False
1404286,1261657474496704515,trump diehard who was booted from trader joe’s for refusing to wear a mask now has coronavirus symptoms,en,False
2120870,1261735707208495106,"posted from his summer home. i wonder how long into covid-19 communism and chill we get before that fancy ubi is held leverage for failure to social distance, wear mask, ect?",en,False
2188171,1261743388493217794,"""you are very welcome, president fauci."" destroy the world with the shutdown & ongoing river of lies supporting an rna vaccine scam. continues press conferences promoting the lies of covid19 vaccine scam with social distancing & health damaging surgical masks. sweden was right.",en,False
2348546,1261762382407389185,bollocks.i’m 45 c 4 major health conditions . if i get covid i a goofed . i am thankfully in my own home with carers 4x a day - but i can’t shield properly . due to life threatening airbourne allergies i have been buying ffp3 grade face masks for 8yrs . im reusing from dec ones,en,False
1840963,1261705157173284865,"trump administration accused of ‘seizing’ 50,000 n95 respirators intended for medical workers by masks for america founder",en,False
2237780,1261749150829420544,swiss trains - 90% trains running and passengers should wear masks.,en,False
